raw_material_energy,raw_material_emission_factor,raw_material_waste,manufacturing_energy,manufacturing_efficiency,manufacturing_water_usage,transport_distance_km,transport_mode_factor,logistics_energy,usage_energy_consumption,usage_duration_hours,grid_carbon_intensity,recycling_efficiency,disposal_emission_factor,recovered_material_value,state_complexity_index,policy_action_score,optimization_reward_signal,total_lifecycle_carbon_footprint
218.5430534813131,0.38513292883861966,16.77675576811577,705.4326947880082,0.8173584337477653,375.5448641942095,1951.8057231519097,0.06745975462799936,293.70181110001033,2758.018431927546,3799.044102820315,573.1213930417789,0.6234450572272447,2.4486352744088284,11.9516343829602,0.5497032193561481,-0.9911967819924274,14.388431058338643,6432.609997003827
477.8214378844623,0.7419009473783582,16.11404595823999,817.0132574722351,0.9060642851339948,431.404961562515,533.7113590733953,0.1340476377040082,281.16754167698855,1671.0093490945944,3395.8297526908923,296.5291752112338,0.16402605581274932,0.5343459813247391,13.500446383329653,0.7720720952613348,-0.9993396814810471,10.35626089372277,2232.7369089306408
379.3972738151323,1.0729458358764083,45.78145612344665,325.4211089132491,0.8888611533202604,698.1831752415262,2619.7357987973483,0.42406061229047415,56.38659549207591,2229.748761141036,1843.9237337783145,613.87003402543,0.29386384916299124,2.395303306162178,66.93750282268127,0.6064001025906998,-0.05547307840956939,16.672247502401586,4129.996543690934
319.3963178886665,0.9322248864095612,16.229578993227776,662.386689646299,0.658481963783634,338.0030702419245,1847.0863924263397,0.3950457603522511,370.57751386420404,1420.9352343232458,6111.9400340047305,420.3499366018706,0.7189434771834006,1.2373548476982894,51.25936775772858,0.17497232480061675,-0.9414125899892587,3.4800817830630226,5024.314560592897
120.20838819909643,1.0065611478614498,17.237737675788395,614.5713848293739,0.6567147985017601,708.75477936852,488.46757299972364,0.20778921115571608,236.01943681959145,1964.096817118827,4818.579189035426,236.64413676672172,0.5229486829430557,0.520180810043763,80.08944878032497,0.26702221310519986,0.9490651073247491,16.816692881665748,2783.555374458557
120.1975341512912,0.8587833667107174,39.17292180880837,849.547339109444,0.7019062597430671,161.69410168368404,2887.7674112939962,0.21956478249839562,158.21569803156,1153.6126247791324,8670.439824007637,864.0593103945954,0.8423752494296358,1.8783144634490165,92.04572954763549,0.2973953656278272,-0.5558696509172161,15.973223670682263,9765.669522088236
76.13762547568976,0.8922765645178525,25.2382929102743,915.4783544331344,0.7372083960095941,643.7589060460415,1564.7290807392556,0.29009949509911076,307.4846617282165,1043.245255399247,417.8848467723767,649.0432583450015,0.44300112667308345,2.4610806080627086,41.894853378797016,0.3320778282803604,-0.05467054127031057,3.1522799707780873,1193.1039072384667
439.7792655987208,1.0491956515653194,39.95197506298315,110.94109432964812,0.7552131209352233,693.2833431383154,237.2373865775319,0.05010845210831055,117.79887419262094,1819.0434012746384,6474.29248279575,813.8432523095929,0.7958498926511385,2.4312514456751853,61.658952525541395,0.6088630527554538,-0.8777247399755528,1.4342994587893578,10108.611743305135
320.50175528444396,0.44966800885918595,7.941477090397336,706.6179271529134,0.8582849423966712,227.27235698613714,1887.9620551569003,0.15855995121711253,283.53373807760175,1594.763087715145,7653.193897264455,673.2392035092772,0.45916434998259004,0.8218740224048369,52.56617964055444,0.5535692018428542,0.044096832342517045,17.984360449107704,8819.477570390985
368.63266000822045,0.6894249636431404,26.940703715302295,146.6522192077561,0.6215385642230175,401.2425726605403,774.5327428981744,0.1437043138736965,35.09025887745395,1822.701833619947,7618.91703496424,449.88858449807907,0.8833986229615882,0.86249561213231,98.25301228603112,0.28284403452778806,-0.24008774970518298,11.454942036153131,6698.322026079754
